연예인,도서명,저자,출판사,출처,"도서 정보 ""함수 : =GET_ALADIN_API_URL(B29 & "" "" & C29 & "" "" & D29)"")""","도서 이미지(==GET_ALADIN_COVER(B134 & "" "" & C134 & "" "" & D134))","연예인 이미지 ""=GET_COMMONS_IMAGE(A2) 함수 사용""",코멘트
남지현,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/81/Nam_Ji-hyun_in_July_2024.png,
노윤서,,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/1f/Noh_Yoon-seo_%EB%85%B8%EC%9C%A4%EC%84%9C_in_2022.jpg,
노정의,,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/ed/241014_Roh_Jeong_Eui.jpg,
노제,코스모스,칼 세이건,사이언스북스,https://youtube.com/shorts/KlEDU8RMOoM?si=-EeGtVyWh3PJHCvk,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=870950&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/87/9/cover500/s412032094_1.jpg,https://i.namu.wiki/i/VQrwdqwh_zct8A94ZugZH28-JB0HpE4bexM9cBy7xdqmMiOv39Tnx3WxVgnCo9VTYESMepTGDhUfi5IG2ujQeg.webp,
닝닝(에스파),달과 6펜스,서머싯 몸,민음사,https://brunch.co.kr/@parkaezey/82,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=237763,https://image.aladin.co.kr/product/23/77/cover500/s692639624_2.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a2/Aespa_Ningning_2024_MMA.jpg,
닝닝(에스파),언어의 온도,이기주,말글터,https://brunch.co.kr/@parkaezey/82,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=252601115&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/25260/11/cover500/k322633102_1.jpg,,
다니엘(뉴진스),,,,,,,,
다현(트와이스),기분을 관리하면 인생이 관리된다,김다슬,클라우디아,https://youtu.be/on1NxfWyBbI?si=mgAzPADacewczzFo,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=292069347&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/29206/93/cover500/k922837381_1.jpg,https://upload.wikimedia.org/wikipedia/commons/4/47/171030_%ED%8A%B8%EC%99%80%EC%9D%B4%EC%8A%A4_LIKEY_%EC%87%BC%EC%BC%80%EC%9D%B4%EC%8A%A4_%EB%8B%A4%ED%98%84_%281%29.jpg,
다현(트와이스),나를 위해 하다,하다,마음의숲,https://youtu.be/on1NxfWyBbI?si=mgAzPADacewczzFo,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=169662441&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/16966/24/cover500/k982534579_1.jpg,,
다현(트와이스),불편한 편의점,김호연,나무옆의자,https://youtu.be/on1NxfWyBbI?si=mgAzPADacewczzFo,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=290457417&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/29045/74/cover500/k192836746_2.jpg,,
다현(트와이스),세상에서 고양이가 사라진다면,가와무라 겐키,소미미디어,https://youtu.be/on1NxfWyBbI?si=mgAzPADacewczzFo,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=295787178&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/29578/71/cover500/k262838261_1.jpg,,
다현(트와이스),애쓰지 않고 편안하게,김수현,다산책방,https://youtu.be/on1NxfWyBbI?si=mgAzPADacewczzFo,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=281703533&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/28170/35/cover500/k682835560_2.jpg,,
덱스,,,,,,,https://upload.wikimedia.org/wikipedia/commons/3/3b/Dex_at_First_Brand_Awards%2C_January_7%2C_2025.png,
도겸,,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/4c/160117_%EB%8F%84%EA%B2%B8_03_%28cropped%29.jpg,
도영,,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/2e/220618_NCT_%EB%8F%84%EC%98%81.jpg,
도훈,,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/c7/DOHOON_of_TWS_at_Commencement_20240208.png,
디노,,,,,,,https://upload.wikimedia.org/wikipedia/commons/a/a9/Dino_Zoff_-_1972_-_Juventus_FC_%28cropped%29.jpg,
디에잇,,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/fe/The8_231118.png,
디오,,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/29/Dio_%282005%29.jpg,
딘,,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/0c/Hangul_chosongul_fontembed.svg,
랄랄,,,,,,,https://upload.wikimedia.org/wikipedia/commons/a/ac/LalLalFallsHotel.JPG,
런쥔,,,,,,,https://upload.wikimedia.org/wikipedia/commons/b/b6/Huang_Renjun_at_24th_Dream_Concert_01.png,
레이,,,,,,,https://upload.wikimedia.org/wikipedia/commons/9/9d/4%2C_Blu-ray%2C_Backside.jpg,
로꼬,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/8e/220521_%EB%8D%94%ED%81%AC%EB%9D%BC%EC%9D%B4%EA%B7%B8%EB%9D%BC%EC%9A%B4%EB%93%9C_%EB%A1%9C%EA%BC%AC.jpg,
로운,,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/ef/201106_sf9_%EB%A1%9C%EC%9A%B4.jpg,
로제,,,,,,,https://upload.wikimedia.org/wikipedia/commons/a/a2/Blackpink_Ros%C3%A9_Rimowa_2.jpg,
리사,,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/ca/Lalisa_Manobal_at_the_Busan_International_Film_Festival_2025_05.jpg,
리아킴,뇌는 춤추고 싶다,"장동선, 줄리아 크리스텐슨",아르테,https://www.youtube.com/watch?v=YKXgQQ0bx6U,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=162341373,https://image.aladin.co.kr/product/16234/13/cover500/895097780x_1.jpg,https://i.namu.wiki/i/EICphAriFIeCwfWmGSeZ-kOLfhUC34mkt7NBsfBbRPImVII7QihLwtzRIT89oYYsn-QZpTexG-tew19I0CDCUjsbDM64JSWWg75TFsjNWpH5Cduy9BW14PhN9UHdJjYT_fWDd2IGgf-DfBBgHKjQuQ.webp,
리즈,,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/14/Liz_signature.svg,
리키,,,,,,,https://upload.wikimedia.org/wikipedia/commons/b/b9/Ricky_Martin_Vi%C3%B1a_1996.jpg,
릴리,,,,,,,https://upload.wikimedia.org/wikipedia/commons/3/37/Signature_of_Lily_Morrow_%28Nmixx%29.svg,
마크,,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/ea/Consuelo_Kanaga%2C_Mark_Rothko%2C_Yorktown_Heights%2C_ca._1949.jpg,
문가영,군주론,니콜로 마키아벨리,현대지성,https://www.kyeongin.com/article/1458022,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=276097060,https://image.aladin.co.kr/product/27609/70/cover500/k262733021_1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/%EB%AC%B8%EA%B0%80%EC%98%81%28MOON_GAYOUNG%29_-_INCHEON_AIRPORT_-_2023.06.09_P2.jpg/250px-%EB%AC%B8%EA%B0%80%EC%98%81%28MOON_GAYOUNG%29_-_INCHEON_AIRPORT_-_2023.06.09_P2.jpg,
문가영,남자들은 자꾸 나를 가르치려 든다,리베카 솔닛,창비,https://news.nate.com/view/20200520n04921,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=59182114,https://image.aladin.co.kr/product/5918/21/cover500/8936472631_1.jpg,,
문가영,논어,공자,현대지성,https://www.chosun.com/topclass/topclass_issue/2025/11/08/B7G3BLQY4ZEGFHI5YV7UVF2NYQ/,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=168916649,https://image.aladin.co.kr/product/16891/66/cover500/k482534174_2.jpg,,
문가영,독일인의 사랑,프리드리히 막스 뮐러,문예출판사,https://v.daum.net/v/20251226043604056?f=p,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=362547830&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/36254/78/cover500/8931024827_1.jpg,,
문가영,동물농장,조지 오웰,민음사,https://naver.me/5K6S0jo6,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=40674&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/4/6/cover500/s93746005x_3.jpg,,
문가영,면도날,서머싯 몸,민음사,https://bookishreels.tistory.com/115,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=4213854&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/421/38/cover500/8937462141_2.jpg,,
문가영,무의미의 축제,밀란 쿤데라,민음사,https://www.donga.com/news/amp/all/20180115/88181143/1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=341301410,https://image.aladin.co.kr/product/34130/14/cover500/8937456745_1.jpg,,
문가영,빨래하는 페미니즘,스테퍼니 스탈,민음사,https://news.nate.com/view/20200520n04921,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=47297893,https://image.aladin.co.kr/product/4729/78/cover500/8937488396_1.jpg,,
문가영,신곡,단테 알리기에리,열린책들,https://www.chosun.com/topclass/topclass_issue/2025/11/08/B7G3BLQY4ZEGFHI5YV7UVF2NYQ/,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=291738750,https://image.aladin.co.kr/product/29173/87/cover500/8932921393_1.jpg,,
문가영,자기만의 방,버지니아 울프,민음사,https://news.nate.com/view/20200520n04921,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=97899246,https://image.aladin.co.kr/product/9789/92/cover500/8937429047_1.jpg,,
문가영,페미니즘의 도전,정희진,교양인,https://news.nate.com/view/20200520n04921,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=291034743,https://image.aladin.co.kr/product/29103/47/cover500/k282837160_2.jpg,,
문가영,순수와 비순수,시도니 가브리엘 콜레트,1984BOOKS,https://www.cosmopolitan.co.kr/article/1871533,,,,
문소리,당신이 옳다,정혜신,해냄,https://m.ch.yes24.com/article/details/41420,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=169387318&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/16938/73/cover500/s782534590_2.jpg,,
미노이,,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/78/230423_%EC%98%AC%ED%95%B4%EB%8F%84_%EA%B8%80%EB%A0%80%EB%82%98%EB%B4%84_%28%EB%AF%B8%EB%85%B8%EC%9D%B4%29.jpg,
미미,,,,,,,https://upload.wikimedia.org/wikipedia/commons/9/9f/%2817.05.24%29%EA%B5%AC%EA%B5%AC%EB%8B%A8_%EB%AF%B8%EB%AF%B8_%282%29.jpg,
미연,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/85/Cho_Mi-yeon_in_2020_%284%29.png,
민규,,,,,,,https://upload.wikimedia.org/wikipedia/commons/a/a2/Min_Gyu_210925.png,
민니,,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/28/Minh_Nh%C3%AD.jpg,
민지(뉴진스),순수의 시대,이디스 워튼,민음사,https://minumsa.minumsa.com/bookclub_shop/26682/,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=2394532&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/239/45/cover500/8937461838_2.jpg,https://upload.wikimedia.org/wikipedia/commons/7/70/20230905_Minji_%28NewJeans%29.jpg,
박건욱,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/84/230513_Park_Gun-wook_%28%EB%B0%95%EA%B1%B4%EC%9A%B1%29.jpg,
박명수,,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/14/Park_Myeong-su_from_Acrofan.jpg,
박보검,당신의 이름을 지어다가 며칠은 먹었다,박준,문학동네,https://www.ggilbo.com/news/articleView.html?idxno=568395,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=21706347&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/2170/63/cover500/s082635830_1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Park_Bo-gum_%EB%B0%95%EB%B3%B4%EA%B2%80_%E6%9C%B4%E5%AF%B6%E5%8A%8D_for_Marie_Claire_Korea%2C_April_2025_4.png/250px-Park_Bo-gum_%EB%B0%95%EB%B3%B4%EA%B2%80_%E6%9C%B4%E5%AF%B6%E5%8A%8D_for_Marie_Claire_Korea%2C_April_2025_4.png,
박보검,수레바퀴 아래서,헤르만 헤세,문학동네,https://www.ggilbo.com/news/articleView.html?idxno=568395,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=21742433&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/2174/24/cover500/8954620159_1.jpg,,
박보검,쓰기의 말들,은유,유유,https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002420789,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=88466350&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/8846/63/cover500/k872535199_1.jpg,,
박보검,언어의 온도,이기주,말글터,https://www.dt.co.kr/article/11208149,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=252601115&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/25260/11/cover500/k322633102_1.jpg,,
박보영,내가 죽으면 장례식에 누가 올까,김상현,필름,https://m.ch.yes24.com/article/details/40760,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=193198189&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/35685/95/cover500/k212036926_2.jpg,https://upload.wikimedia.org/wikipedia/commons/a/af/20240719_Park_Bo-young_3rd_Blue_Dragon_Series_Awards.jpg,
박보영,버드 스트라이크,구병모,창비,https://m.ch.yes24.com/article/details/40760,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=185645447&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/18564/54/cover500/8936434357_2.jpg,,
박보영,소년이 온다,한강,창비,https://m.ch.yes24.com/article/details/40760,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=40869703&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/4086/97/cover500/8936434128_2.jpg,,
박보영,,,,,,,,
박예은,아스테리오스 폴립,데이비드 마추켈리,미메시스,https://www.youtube.com/watch?v=1nlh1tJoUNU,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=8360037&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/836/0/cover500/8990641470_1.jpg,https://i.namu.wiki/i/-lPi0Acj8MjbaOJtyyCM1olp_l8poXrf3mV4HR0ssqDj7qF6wIBl4PTxnKS_XwYv35GDhvEfc9zK_bpQrkYF9-XQuLmwDRFe3i764nbJHAKDArYAIA5ztm_WwmTXzmlg-u4t24F01kLyUZ7nv5LArA.webp,
박은빈,,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/ef/250317_Park_Eun_Bin_%28%EB%B0%95%EC%9D%80%EB%B9%88%29.png,
박재범,,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/d6/Jay_Park_in_Flinders_Street_Station%2C_in_September_2012.png,
박정민,딸에 대하여,김혜진,민음사,https://design.co.kr/tag/%EA%B3%A0%EB%AF%BC%EC%8B%9C,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=118320946,https://image.aladin.co.kr/product/11832/9/cover500/8937473178_1.jpg,https://i.namu.wiki/i/76jksj0LtbtfSHMt1sUVhutbzn431qbY9XgmKRyC4kSo6JhshMFRvE_1Ztk9MDTX2ZaLcZMtL0CcH-L6nx9AKsnMC4elDT4sdwmRddJvOZcxp9_6XObeB6lKSFSkfrRNB3nv0UxM0-je4I0TKMcUSA.webp,
박정민,류승완의 본색,류승완,마음산책,https://design.co.kr/tag/%EA%B3%A0%EB%AF%BC%EC%8B%9C,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=2503276&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/250/32/cover500/8960900443_1.jpg,,
박정민,박찬욱의 몽타주,박찬욱,마음산책,https://design.co.kr/tag/%EA%B3%A0%EB%AF%BC%EC%8B%9C,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=289077526,https://image.aladin.co.kr/product/28907/75/cover500/k592836606_2.jpg,,
박정민,아무도 오지 않는 곳에서,천선란,허블,유튜브 책 리뷰 추천 도서 확인,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=374258051&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/37425/80/cover500/k242032998_2.jpg,,
박지훈,나미야 잡화점의 기적,히가시노 게이고,현대문학,https://www.instagram.com/p/DV7DjnAEiPg/?img_index=8&igsh=MWxyaXlueGVocHVndw==,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=307689982&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/37425/80/cover500/k242032998_2.jpg,https://i.namu.wiki/i/oiieTBUg8IIPwqB0aTqKoIQ9OhM2pY_HjHPP27_999WQhw5sFliPwDMFC1yw2jbKSGnFzCu7IuWzVh3qyfGe0A.webp,
박지훈,레몬,히가시노 게이고,랜덤하우스코리아,https://www.instagram.com/p/DV7DjnAEiPg/?img_index=8&igsh=MWxyaXlueGVocHVndw==,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=6417128&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/28907/75/cover500/k592836606_2.jpg,,
박지훈,아들 도키오,히가시노 게이고,비채,https://www.instagram.com/p/DV7DjnAEiPg/?img_index=8&igsh=MWxyaXlueGVocHVndw==,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=238605631&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/30768/99/cover500/k252830652_2.jpg,,
박지훈,아빠의 수첩,양태석,주니어 김영사,https://www.instagram.com/p/DV7DjnAEiPg/?img_index=8&igsh=MWxyaXlueGVocHVndw==,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=387433,https://image.aladin.co.kr/product/37425/80/cover500/k242032998_2.jpg,,
박지훈,여행의 이유,김영하,문학동네,https://www.instagram.com/p/DV7DjnAEiPg/?img_index=8&igsh=MWxyaXlueGVocHVndw==,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=188276096&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/37425/80/cover500/k242032998_2.jpg,,
박지훈,외계인 인터뷰,로렌스 R. 스펜서,아이커넥,https://www.instagram.com/p/DV7DjnAEiPg/?img_index=8&igsh=MWxyaXlueGVocHVndw==,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=32707262&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/37425/80/cover500/k242032998_2.jpg,,
박지훈,코스모스,칼 세이건,사이언스북스,https://www.instagram.com/p/DV7DjnAEiPg/?img_index=8&igsh=MWxyaXlueGVocHVndw==,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=870950&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/87/9/cover500/s412032094_1.jpg,,
박찬욱,동조자,비엣 타인 응우옌,민음사,https://m.blog.naver.com/PostView.naver?blogId=minumworld&logNo=223482327095&navType=by,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=317718119&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/18564/54/cover500/8936434357_2.jpg,https://upload.wikimedia.org/wikipedia/commons/4/42/20130925%E2%80%94Park_Chan-wook_%EB%B0%95%EC%B0%AC%EC%9A%B1_Marie_Claire_Korea_photo_shoot_screenshot_%2800m01s%29.jpg,
박찬욱,지속의 순간들,제프 다이어,을유문화사,https://x.com/eulyoo_ed/status/1944642919975280781,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=290091292&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/2170/63/cover500/s082635830_1.jpg,,
박찬욱,창백한 언덕 풍경,가즈오 이시구로,민음사,https://design.co.kr/tag/%EA%B3%A0%EB%AF%BC%EC%8B%9C,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=119495024,https://image.aladin.co.kr/product/11949/50/cover500/e893749061_1.jpg,https://upload.wikimedia.org/wikipedia/commons/4/42/20130925%E2%80%94Park_Chan-wook_%EB%B0%95%EC%B0%AC%EC%9A%B1_Marie_Claire_Korea_photo_shoot_screenshot_%2800m01s%29.jpg,
박형식,,,,,,,,
배이,,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/ef/221013_Bae_%28NMIXX%29_Airport_Departure.jpg,
백예린,,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/2e/Baek_Ye-rin_at_Slow_Life_Slow_Live_on_October_5%2C_2019.png,
백현,,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/51/Baekhyun_signature.svg,
버논(세븐틴),피와 뼈의 아이들,토미 아데예미,다섯수레,https://m.ch.yes24.com/article/details/40530,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=304658291&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/2174/24/cover500/8954620159_1.jpg,https://i.namu.wiki/i/eIjlD80ItZJU8oDtGViowNvsy8AlUzRMjFaFyV69LeCAHxeNL9Dy3wgQOUZGZ44KjQBDM68HX-16yQf4gonUgQyYMwqaRHIC6sqaDtTiPtdVo-1B_765pjmN5yMy8acKWz3iXsg2bgdr_N5q2sF7Ng.webp,
변우석,,,,,,,https://upload.wikimedia.org/wikipedia/commons/9/95/240909_Byeon_Woo_Seok_%28%EB%B3%80%EC%9A%B0%EC%84%9D%29.png,
봉준호,나쁜 친구,앙꼬,창비,https://m.ch.yes24.com/article/details/41092,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=18935821&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/1893/58/cover500/8936472178_1.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fb/Bong_Joon-ho_2017.jpg,
봉준호,블랙홀,찰스 번즈,아르테,https://m.ch.yes24.com/article/details/41092,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=78839375&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/7883/93/cover500/8950963337_1.jpg,,
봉준호,우나기 선생,이마무라 쇼헤이,마음산책,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=169300268&srsltid=AfmBOoq-q1HxT15X30M2n-RG7u84AkweNTTZEydQaFCVufDXAYBUXdB1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=169300268&srsltid=AfmBOoq-q1HxT15X30M2n-RG7u84AkweNTTZEydQaFCVufDXAYBUXdB1,,,
봉준호,냄새,A. S. 바위치,세로북스,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=254653202&srsltid=AfmBOopxjUw_yUsusScVc_mrn9m5Hi3VMHHkID7mO2Ksps-clQVQXfpM,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=254653202&srsltid=AfmBOopxjUw_yUsusScVc_mrn9m5Hi3VMHHkID7mO2Ksps-clQVQXfpM,,,
봉준호,대단한 돼지 에스더,스티브 젠킨스 등,책공장더불어,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=171597448,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=171597448,,,
봉준호,동대문 네팔 타운의 희노애락,육성철,서울연구원,https://www.aladin.co.kr/author/wauthor_recommend.aspx?AuthorSearch=@166544,https://www.aladin.co.kr/author/wauthor_recommend.aspx?AuthorSearch=@166544,,,
봉준호,지옥,"연상호, 최규석",문학동네,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=243219202,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=243219202,,,
봉준호,"B급 문화, 대한민국을 습격하다",이형석,북오션,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=28631321,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=28631321,,,
봉준호,엔딩 크레딧,신영균,알에이치코리아,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=254249430,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=254249430,,,
봉준호,재생력,조성환,미메시스,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=294843706,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=294843706,,,
봉준호,7인이 집행관,김보영,현대문학,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=321509671,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=321509671,,,
봉준호,극장에는 항상 산훈이 형이 있다,한상훈,불란서책방,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=365454044,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=365454044,,,
봉준호,소설가 구보씨의 일생,박일영,문학과지성사,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=84635869,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=84635869,,,
뷔(BTS),말의 내공,신도현,행성비,https://www.segye.com/newsView/20190302000266,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=185979454&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/18597/94/cover500/k422635064_1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/220624_%EB%B0%A9%ED%83%84%EC%86%8C%EB%85%84%EB%8B%A8_%EB%B7%94%281%29.jpg/960px-220624_%EB%B0%A9%ED%83%84%EC%86%8C%EB%85%84%EB%8B%A8_%EB%B7%94%281%29.jpg?_=20220626191911,
뷔(BTS),어떤 비밀,최진영,난다,https://www.segye.com/newsView/20190302000266,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=349686287,https://image.aladin.co.kr/product/34968/62/cover500/k022934567_1.jpg,,
뷔(BTS),이해할 수 없는 점이 마음에 듭니다,조말선,문학동네,https://www.yna.co.kr/view/AKR20260318036600005?input=1195m,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=296380882&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/29638/8/cover500/895468727x_1.jpg,,
뷔(BTS),집에 있는데도 집에 가고 싶어,권라빈,스튜디오오드리,https://www.segye.com/newsView/20190302000266,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=242489000&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/24248/90/cover500/k442630368_1.jpg,,
비비,,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/21/Papio_hamadryas_%28aka%29.jpg,
빈지노,,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/c7/190521_%EB%B9%88%EC%A7%80%EB%85%B8X%ED%99%8D%EC%A2%85%ED%98%84%2C_%EA%B0%90%ED%83%84%EB%82%98%EC%98%A4%EB%8A%94_%EB%A9%8B%EC%A7%90_%27%EB%B0%94%EC%9D%B4%EB%A0%88%EB%8F%84%28BYREDO%29%27_%ED%94%8C%EB%9E%98%EA%B7%B8%EC%8B%AD_%EC%8A%A4%ED%86%A0%EC%96%B4_%EC%98%A4%ED%94%88_%EA%B8%B0%EB%85%90%ED%96%89%EC%82%AC_36s.jpg,
사이먼 도미닉,,,,,,,https://upload.wikimedia.org/wikipedia/commons/9/98/AOMG%2C_Simon_Dominic_2014.jpg,
사쿠라(르세라핌),,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/ed/Sakura_Sakura.song.ogg,
서강준,깊이에의 강요,파트리크 쥐스킨트,열린책들,https://www.youtube.com/watch?v=PTcBxo_Vam4&t=14,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=237755983&amp;partner=openAPI&amp;start=api,이미지 없음,https://upload.wikimedia.org/wikipedia/commons/b/bc/20250523_%EC%84%9C%EA%B0%95%EC%A4%80_SEO_KANG-JUN.jpg,
서강준,소년이 온다,한강,창비,https://www.youtube.com/watch?v=PTcBxo_Vam4&t=14,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=40869703&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/25260/11/cover500/k322633102_1.jpg,,
