연예인,도서명,저자,출판사,출처,"도서 정보 ""함수 : =GET_ALADIN_API_URL(B29 & "" "" & C29 & "" "" & D29)"")""","도서 이미지(==GET_ALADIN_COVER(B134 & "" "" & C134 & "" "" & D134))","연예인 이미지 ""=GET_COMMONS_IMAGE(A2) 함수 사용""",코멘트
옥상달빛,데미안,헤르만 헤세,민음사,https://www.sedaily.com/article/12156207,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=260084&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/26/0/cover500/s742633278_2.jpg,,
옥자연,내 마음을 쏟지요 쏟지요,김명순,핀드,https://www.instagram.com/p/DJLZfeoxZX7/?img_index=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=363323073&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/36332/30/cover500/k242038655_2.jpg,https://i.namu.wiki/i/UFCb79fQb2E4yrlr3Noc_B2ydnO1-FhRxh4oHaaKOqPKMaGJ02cJb7i21rf0-wGrKgvSeSSBB7gw3nk1y3PK7A.webp,
옹성우,운다고 달라지는 일은 아무것도 없겠지만 ,박준,난다,https://www.imbc.com/broad/radio/fm/booklisten/podcast/index.html,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=111556570&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/11155/65/cover500/k202531987_1.jpg,https://i.namu.wiki/i/NSBP1JfrbId0forDiu443wUkAI1O9J55adHNN9Bie4ucQ5d8zIuZXwmLbs1lg8lmV4pYCBcfAzC_Nnq-qm84Ag.webp,
요조,매우 초록,노석미,난다,https://www.imbc.com/broad/radio/fm/booklisten/podcast/index.html,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=214273052&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/21427/30/cover500/k782636991_1.jpg,https://poclanos.com/drmvsn/wp-content/uploads/2021/01/yozoh_profile.jpg,
요조,모순,양귀자,쓰다,https://www.imbc.com/broad/radio/fm/booklisten/podcast/index.html,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=25843736&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/2584/37/cover500/8998441012_3.jpg,,
요조,밤의 신이 내려온다,장자샹,민음사,https://ch.yes24.com/article/details/81121,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=365288875&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/36528/88/cover500/8937428709_1.jpg,,
요조,"아무튼, 하루키",이지수,제철소,https://www.imbc.com/broad/radio/fm/booklisten/podcast/index.html,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=229046191&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/22904/61/cover500/k662636049_1.jpg,,
요조,젊은 남자,아니 에르노,레모,https://ch.yes24.com/article/details/81121,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=311321838&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/31132/18/cover200/k882831940_1.jpg,,
요조,포옹,필립 빌랭,문학동네,https://ch.yes24.com/article/details/81121,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=280216&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/28/2/cover200/8982813837_1.jpg,,
우기,,,,,,,https://upload.wikimedia.org/wikipedia/commons/3/3d/Yuqi_signature.svg,
우원재,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/89/Woo_Wonjae_190405.jpg,
우지,,,,,,,https://upload.wikimedia.org/wikipedia/commons/3/3a/Woozi_17_Is_Right_Here_Conference_240430.png,
원빈 (라이즈),,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/03/Joshua_Hong_during_the_Love_%26_Letter_Showcase.jpg,
원우(세븐틴),미 비포 유,조조 모예스,다산책방,https://www.esquirekorea.co.kr/article/1873053,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=338505472&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/11832/9/cover500/8937473178_1.jpg,https://upload.wikimedia.org/wikipedia/commons/0/03/Joshua_Hong_during_the_Love_%26_Letter_Showcase.jpg,
원지안,,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/e7/%EC%9B%90%EC%A7%80%EC%95%88_%28WON_JI_AN%29_-_LOUIS_VUITTON_2024_-_P2.png,
원필(데이식스),너만 그런거 아니야,이인석,쉼,,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=86232607&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/8623/26/cover500/k972535575_2.jpg,https://i.namu.wiki/i/az3Tdh0K5-B48XbfscF8dpaHiDsebjy0a3Xz01B6uvX3GVfOMVb1b2k2Sbi4WCS9loLQRYRnadX9I721s0QRhw.webp,
원필(데이식스),당신은 결국 무엇이든 해내는 사람,박상현,필름,,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=292341966,https://image.aladin.co.kr/product/29234/19/cover500/k572837292_1.jpg,,
원필(데이식스),당신이라는 보통명사,조소담,21세기북스,,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=137825675&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/13782/56/cover500/8950973871_1.jpg,,
원필(데이식스),아몬드,손원평,다즐링,,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=318933239&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/31893/32/cover500/k212833749_2.jpg,,
웬디(레드벨벳),이상한 나라의 앨리스,루이스 캐럴,시공주니어,https://www.imbc.com/broad/radio/fm/booklisten/podcast/index.html,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=185579155&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/18557/91/cover500/8952787706_1.jpg,https://i.namu.wiki/i/CRVSj49mSNWRrjGOKmh9QsRgMYb1JYawJaChuN1QBBE7d__uwlzSSTIoHWHXAcz0IiDUqYOsrVu-XjWiy8LsOg.webp,
위하준,,,,,,,https://upload.wikimedia.org/wikipedia/commons/9/9e/Wi_Ha-joon_in_October_2025.png,
윈터(에스파),고양이를 버리다,무라카미 하루키,비채,,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=253991395&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/25399/13/cover500/8934992093_1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/250315-16_aespa_Winter_06.jpg/960px-250315-16_aespa_Winter_06.jpg,
윈터(에스파),나의 사적인 그림,우지현,책이있는풍경,,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=163696862,https://image.aladin.co.kr/product/16369/68/cover500/k132533547_1.jpg,,
윈터(에스파),바람의 노래를 들어라,무라카미 하루키,문학사상,,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=341555925&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/34155/59/cover500/8970125957_1.jpg,,
윈터(에스파),어린이라는 세계,김소영,사계절,,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=255097575,https://image.aladin.co.kr/product/25509/75/cover500/k132633125_2.jpg,,
윈터(에스파),연애의 행방,히가시노 게이고,소미미디어,,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=258369223&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/25836/92/cover500/k282736538_1.jpg,,
윈터(에스파),작은 별이지만 빛나고 있어,소윤,북로망스,,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=367659804&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/36765/98/cover500/k472030491_1.jpg,,
유겸(갓세븐),자유로울 것,임경선,위즈덤하우스,https://www.youtube.com/watch?v=yoUKGME1wqI,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=101291830&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/10129/18/cover500/8959134716_3.jpg,https://i.namu.wiki/i/RxNUNo7FIcGxIKtgnCYu6-28SrK93F16TvVfTI2ezqwr3EKFI_Lu5VPNQRaYMXyPChPkC6SQGmx2OGmlYkXxAg.webp,
유라(1993),다자이 오사무 서한집,다자이 오사무,읻다,https://www.youtube.com/watch?v=wCbWqZkq_JI&list=PL6URSYwVbRamh67h3WUki1WrfPEHao3zH&index=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=247906281&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/24790/62/cover500/k382633814_1.jpg,https://i.namu.wiki/i/An-bkVwyb4tc6GNZ700rA_ZfMQPw6UmnyFlWkgVSvjT9n__PRh7p-Z4i-T4kL0E2xP8ZnGKNclUnfo6itx_q1w.webp,
유라(1993),대논쟁! 철학배틀,하타케야마 소,다산초당,https://www.youtube.com/watch?v=wCbWqZkq_JI&list=PL6URSYwVbRamh67h3WUki1WrfPEHao3zH&index=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=100441885&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/10044/18/cover500/k492536579_1.jpg,,
유라(1993),루이스 캐럴- 운율? 그리고 의미?/헝클어진 이야기,루이스 캐롤,워크룸프레스,https://www.youtube.com/watch?v=wCbWqZkq_JI&list=PL6URSYwVbRamh67h3WUki1WrfPEHao3zH&index=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=65793798,https://image.aladin.co.kr/product/6579/37/cover200/8994207562_1.jpg,,
유인나,,,,,,,,
유재석,코미디의 영광,권석,자음과모음,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=382399309,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=382399309,https://image.aladin.co.kr/product/38239/93/cover500/8954473296_1.jpg,https://upload.wikimedia.org/wikipedia/commons/3/30/Yoo_Jae_Suk_going_to_work_at_Happy_Together_on_August_19%2C_2017_%281%29.jpg,
유타(NCT),녹나무의 파수꾼,히가시노 게이고,소미미디어,https://www.bntnews.co.kr/article/view/bnt202602240017,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=342760057&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/34276/0/cover500/k552932165_1.jpg,https://upload.wikimedia.org/wikipedia/commons/8/80/Yuta_Nakamoto_at_24th_Dream_Concert_02.png,
윤덕원(브로콜리너마저),"땡스 갓, 잇츠 프라이데이",심너울,안전가옥,https://ch.yes24.com/article/details/42594,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=229634746,https://image.aladin.co.kr/product/22963/47/cover500/k242637497_1.jpg,https://image.genie.co.kr/Y/IMAGE/IMG_ARTIST/080/277/353/80277353_1607910911798_5_600x600.JPG,
윤덕원(브로콜리너마저),목성에게 고리는,김은우,재승출판,https://ch.yes24.com/article/details/42817,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=229402763&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/22940/27/cover500/k712637260_1.jpg,,
윤덕원(브로콜리너마저),미생물 전쟁,"아일사 와일드, 제레미 바",반니,https://ch.yes24.com/series?seriesid=164,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=204834797,https://image.aladin.co.kr/product/20483/47/cover500/k092635454_1.jpg,,
윤덕원(브로콜리너마저),붕대 감기,윤이형,작가정신,https://ch.yes24.com/article/details/41981,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=225071518,https://image.aladin.co.kr/product/22507/15/cover500/k402636730_1.jpg,,
윤덕원(브로콜리너마저),세계의 호수,정용준,아르테,https://ch.yes24.com/article/details/41834,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=198322613&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/19832/26/cover500/8950983214_2.jpg,,
윤덕원(브로콜리너마저),세상을 뒤흔든 전투의 역사,유필하,들녘,https://ch.yes24.com/article/details/42680,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=168476062,https://image.aladin.co.kr/product/16847/60/cover500/k212534874_1.jpg,,
윤덕원(브로콜리너마저),소설의 첫 문장,김정선,유유,https://ch.yes24.com/series?seriesid=164,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=99862833&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/9986/28/cover500/k952536361_1.jpg,,
윤덕원(브로콜리너마저),수치심 권하는 사회,브레네 브라운,가나출판사,https://ch.yes24.com/article/details/42478,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=201685952,https://image.aladin.co.kr/product/20168/59/cover500/895736000x_2.jpg,,
윤덕원(브로콜리너마저),심장에 수놓은 이야기,구병모,아르테,https://ch.yes24.com/article/details/42915,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=235776777,https://image.aladin.co.kr/product/23577/67/cover500/8950986736_1.jpg,,
윤덕원(브로콜리너마저),악마의 문장,에도가와 란포,아프로스미디어,https://ch.yes24.com/series?seriesid=164,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=125632178&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/12563/21/cover500/k242532567_1.jpg,,
윤덕원(브로콜리너마저),여름의 겨울,아들린 디외도네,아르테,https://ch.yes24.com/article/details/43678,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=233421723&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/23342/17/cover500/8950985411_1.jpg,,
윤덕원(브로콜리너마저),우리가 빛의 속도로 갈 수 없다면,김초엽,허블,https://ch.yes24.com/article/details/41626,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=193591681,https://image.aladin.co.kr/product/19359/16/cover500/s722039767_1.jpg,,
윤덕원(브로콜리너마저),"위기의 지구, 물러설 곳 없는 인간",남성현,21세기북스,https://ch.yes24.com/series?seriesid=164,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=241580209&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/24158/2/cover500/8950988496_1.jpg,,
윤덕원(브로콜리너마저),인간답게 산다는 것,정약용,홍익출판사,https://ch.yes24.com/article/details/41720,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=222672751,https://image.aladin.co.kr/product/22267/27/cover500/e897065734_2.jpg,,
윤덕원(브로콜리너마저),죽어 마땅한 사람들,피터 스완슨,푸른숲,https://ch.yes24.com/article/details/42361,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=86633143,https://image.aladin.co.kr/product/8663/31/cover500/s602935676_1.jpg,,
윤덕원(브로콜리너마저),"책, 이게 뭐라고",장강명,아르테,https://ch.yes24.com/series?seriesid=164,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=250998649&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/25099/86/cover500/8950991675_2.jpg,,
윤덕원(브로콜리너마저),처벌 뒤에 남는 것들,임수희,오월의봄,https://ch.yes24.com/article/details/42231,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=222132687,https://image.aladin.co.kr/product/22213/26/cover500/k702636514_1.jpg,,
윤덕원(브로콜리너마저),피구왕 서영,황유미,빌리버튼,,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=178977787&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/22940/27/cover500/k712637260_1.jpg,,
윤덕원(브로콜리너마저),해피 아포칼립스!,백민석,아르테,https://www.youtube.com/watch?v=XLA4U4ddAtE,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=193132290&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/19313/22/cover500/8950981017_2.jpg,,
윤보라,파리의 아파트,기욤 뮈소,,https://www.sedaily.com/article/12111835,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=123561732&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/12356/17/cover500/8984373354_1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Yoon_Bora_at_The_70th_Independence_Day_of_Republic_of_Korea_02.jpg/500px-Yoon_Bora_at_The_70th_Independence_Day_of_Republic_of_Korea_02.jpg,
윤보라,5가지 사랑의 언어,게리 채프먼,,https://www.sedaily.com/article/12111835,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=343681055&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/34368/10/cover500/8904141559_1.jpg,,
윤소희,,,,,,,,
윤시윤,,,,,,,,
윤아(소녀시대),아무것도 아닌 지금은 없다,글배우,쌤애파커스,https://www.donga.com/news/amp/all/20171016/86778760/9,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=114630648,https://image.aladin.co.kr/product/11463/6/cover200/s702531656_1.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1e/Yoona_at_Incheon_Airport_on_25032025_%288%29.jpg,
윤하,과학이 필요한 시간,궤도,동아시아,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=303077746,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=303077746,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=303077746,http://www.c9ent.co.kr/wp-content/uploads/2019/03/yh.jpg,
윤하,살아온 기적 살아갈 기적,장영희,샘터사,https://www.joongang.co.kr/article/3786912,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=188346005&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/18834/60/cover500/8946421010_2.jpg,,
윤하,호미,박완서,열림원,https://www.yes24.com/product/goods/8210760,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=46885679,https://image.aladin.co.kr/product/87/63/cover200/8970635416_1.jpg,,
은서(우주소녀),"그래도, 사랑",정현주,,https://www.sedaily.com/article/12324815,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=252420785&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/25242/7/cover500/8927811585_1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/170115_%EA%B0%95%EB%82%A8%ED%8C%AC%EC%8B%B8%EC%9D%B8%ED%9A%8C_%EC%9A%B0%EC%A3%BC%EC%86%8C%EB%85%80_%EC%9D%80%EC%84%9C_%EC%84%B1%EC%86%8C_%EC%97%AC%EB%A6%84_%2812%29.jpg/960px-170115_%EA%B0%95%EB%82%A8%ED%8C%AC%EC%8B%B8%EC%9D%B8%ED%9A%8C_%EC%9A%B0%EC%A3%BC%EC%86%8C%EB%85%80_%EC%9D%80%EC%84%9C_%EC%84%B1%EC%86%8C_%EC%97%AC%EB%A6%84_%2812%29.jpg?_=20170128032150,
은석,,,,,,,,
은혁(슈퍼주니어),,,,,,,,
이도현,,,,,,,,
이동휘,나의 삼촌 브루스 리,천명관,위즈덤하우스,https://www.imbc.com/broad/radio/fm/booklisten/podcast/index.html,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=14671590&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/1467/15/cover500/s602834565_1.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4b/160305_%EC%9D%91%EB%8B%B5%ED%95%98%EB%9D%BC_1988_%EC%BD%98%EC%84%9C%ED%8A%B8_%EC%9D%B4%EB%8F%99%ED%9C%98_%28Lee_Dong_Hwi%29_cropped.jpg,
이무진,,,,,,,,
이미연,나는 가해자의 엄마입니다,수 클리볼드,반비,https://www.readersnews.com/news/articleView.html?idxno=74355,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=74920742&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/7492/7/cover500/8983717866_1.jpg,https://i.namu.wiki/i/MnHblBfKQb6h78KjDk5GdqVQ4HWk-DscXnj04A8baBKmor9Pclt2BbSUe0B2Wv3vgDSk46HmLMqsVV3DpYy8Cg.webp,
이미연,내 아내에 대하여,라이오넬 슈라이버,알에이치코리아,https://www.readersnews.com/news/articleView.html?idxno=74355,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=33585804&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/3358/58/cover500/8925551683_2.jpg,,
이미연,빅 브라더,,알에이치코리아,https://www.readersnews.com/news/articleView.html?idxno=74355,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=52496211&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/5249/62/cover500/892555304x_1.jpg,,
이병헌,사피엔스,유발 하라리,김영사,https://www.millie.co.kr/v3/post/322068?nav_hidden=y,검색 결과 없음,https://image.aladin.co.kr/product/31424/4/cover500/k482832219_1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Lee_Byung-hun_2025_Toronto_%28cropped%29.jpg/500px-Lee_Byung-hun_2025_Toronto_%28cropped%29.jpg,
이보영,그대 뒷모습,정채봉,샘터사,https://product.kyobobook.co.kr/detail/S000000888073,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=619038&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/61/90/cover500/8946415339_1.jpg,https://upload.wikimedia.org/wikipedia/commons/9/98/492d5bec01aecbbeffbb66aa8b3681a2--brunettes-lee-bo-young.jpg,
이보영,꾸뻬 씨의 행복 여행,프랑수아 를로르,오래된미래,https://product.kyobobook.co.kr/detail/S000000888073,검색 결과 없음,https://image.aladin.co.kr/product/50/80/cover500/8995501448_2.jpg,,
이보영,나의 라임오렌지나무,J.M. 바스콘셀로스,동녘,https://product.kyobobook.co.kr/detail/S000000888073,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=6946832&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/694/68/cover500/8972976199_2.jpg,,
이보영,나의 삼촌 부르스 리,천명관,위즈덤하우스,https://product.kyobobook.co.kr/detail/S000000888073,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=14671590&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/1467/15/cover500/s602834565_1.jpg,,
이보영,내 슬픈 창녀들의 추억,가브리엘 가르시아 마르케스,민음사,https://product.kyobobook.co.kr/detail/S000000888073,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=555927&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/55/59/cover500/8937480646_2.jpg,,
이보영,내 심장을 쏴라,정유정,은행나무,https://product.kyobobook.co.kr/detail/S000000888073,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=385201611&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/38520/16/cover500/k602135136_1.jpg,,
이보영,내 아들이 죽었습니다,오쿠노 슈지,웅진지식하우스,https://product.kyobobook.co.kr/detail/S000000888073,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=2098670&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/209/86/cover500/8901080206_1.jpg,,
이보영,더버빌가의 테스,토마스 하디,문학동네,https://product.kyobobook.co.kr/detail/S000000888073,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=11822730&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/1182/27/cover500/8954614841_1.jpg,,
이보영,미 비포 유,조조 모예스,다산책방,https://product.kyobobook.co.kr/detail/S000000888073,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=338505472&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/33850/54/cover500/k082930104_2.jpg,,
이보영,"반 고흐, 영혼의 편지",빈센트 반 고흐,위즈덤하우스,https://product.kyobobook.co.kr/detail/S000000888073,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=353287023&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/35328/70/cover500/k192035578_1.jpg,,
이보영,사랑을 선택하는 특별한 기준,김형경,사람풍경,https://product.kyobobook.co.kr/detail/S000000888073,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=18518312&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/1851/83/cover500/8996773271_1.jpg,,
이보영,살고 싶다,이동원,나무옆의자,https://product.kyobobook.co.kr/detail/S000000888073,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=40991707&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/4099/17/cover500/1195260202_1.jpg,,
이보영,스님의 주례사,법륜,정토출판,https://product.kyobobook.co.kr/detail/S000000888073,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=353016715&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/35301/67/cover500/k422035972_2.jpg,,
이보영,어린왕자,앙투안 드 생텍쥐페리,문예출판사,https://product.kyobobook.co.kr/detail/S000000888073,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=251847567&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/25184/75/cover500/8931021291_1.jpg,,
이보영,왜 나는 너를 사랑하는가,알랭 드 보통,오래된미래,https://product.kyobobook.co.kr/detail/S000000888073,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=304662591,https://image.aladin.co.kr/product/30466/25/cover200/8986836831_1.jpg,,
이보영,왜 세계의 절반은 굶주리는가,장 지글러,갈라파고스,https://product.kyobobook.co.kr/detail/S000000888073,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=79646753&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/7964/67/cover500/k042434338_1.jpg,,
이보영,위키드,그레고리 머과이어,민음사,https://product.kyobobook.co.kr/detail/S000000888073,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=351454336&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/35145/43/cover500/8937428210_3.jpg,,
이보영,창가의 토토,구로야나기 테츠코,김영사,https://product.kyobobook.co.kr/detail/S000000888073,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=195834968&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/19583/49/cover500/8934996307_1.jpg,,
이보영,천 개의 찬란한 태양,할레드 호세이니,현대문학,https://product.kyobobook.co.kr/detail/S000000888073,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=300053175&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/30005/31/cover500/k482838350_1.jpg,,
이브,매우 예민한 사람들을 위한 책,전홍진,글항아리,https://www.youtube.com/watch?v=wCbWqZkq_JI&list=PL6URSYwVbRamh67h3WUki1WrfPEHao3zH&index=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=246390870&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/24639/8/cover500/k402730224_3.jpg,https://upload.wikimedia.org/wikipedia/commons/8/88/Yves_in_Tacoma_P1.jpg,
이브,아홉수 가위,범유진,안전가옥,https://www.youtube.com/watch?v=wCbWqZkq_JI&list=PL6URSYwVbRamh67h3WUki1WrfPEHao3zH&index=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=281635989&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/28163/59/cover500/k112835963_1.jpg,,
이브,위로의 폭언,나선미,연지출판사,https://www.youtube.com/watch?v=wCbWqZkq_JI&list=PL6URSYwVbRamh67h3WUki1WrfPEHao3zH&index=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=353728417&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/35372/84/cover500/k072035502_1.jpg,,
이상이,,,,,,,,
이서,,,,,,,,
이석훈,"도망치고, 찾고",요시타케 신스케,주니어김영사,https://www.youtube.com/watch?v=wCbWqZkq_JI&list=PL6URSYwVbRamh67h3WUki1WrfPEHao3zH&index=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=282176331&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/28217/63/cover500/8934979984_1.jpg,https://i.namu.wiki/i/zWZlT1KiHV05IAOfHsZAXGYm0H47OORgYn1EUwBWctDTeokO83ocFbZGE5_XU1z7n3x8NM4bgjmCKifOVrRHrw.webp,
이석훈,어른의 행복은 조용하다,태수,페이지2,https://www.youtube.com/watch?v=wCbWqZkq_JI&list=PL6URSYwVbRamh67h3WUki1WrfPEHao3zH&index=1,검색 결과 없음,https://image.aladin.co.kr/product/35063/62/cover500/k532934196_2.jpg,,
