연예인,도서명,저자,출판사,출처,"도서 정보 ""함수 : =GET_ALADIN_API_URL(B29 & "" "" & C29 & "" "" & D29)"")""","도서 이미지(==GET_ALADIN_COVER(B134 & "" "" & C134 & "" "" & D134))","연예인 이미지 ""=GET_COMMONS_IMAGE(A2) 함수 사용""",코멘트
노제,코스모스,칼 세이건,사이언스북스,https://youtube.com/shorts/KlEDU8RMOoM?si=-EeGtVyWh3PJHCvk,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=870950&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/87/9/cover500/s412032094_1.jpg,,
노제,토막 난 우주를 안고서,김초엽 등,허블,https://www.youtube.com/watch?v=AuXht4WYmYs,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=365275059&start=pcsearch_auto,https://image.aladin.co.kr/product/36527/50/cover500/k982039620_1.jpg,,
노제,평일도 인생이니까,김신지,알에이치코리아,https://www.youtube.com/watch?v=AuXht4WYmYs,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=236953690&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/23695/36/cover500/8925569043_1.jpg,,
노제,휴식의 말들,공백,유유,https://www.youtube.com/watch?v=AuXht4WYmYs,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=331547876&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/33154/78/cover500/k862937135_1.jpg,,
닝닝(에스파),달과 6펜스,서머싯 몸,민음사,https://brunch.co.kr/@parkaezey/82,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=237763,https://image.aladin.co.kr/product/23/77/cover500/s692639624_2.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a2/Aespa_Ningning_2024_MMA.jpg,
닝닝(에스파),언어의 온도,이기주,말글터,https://brunch.co.kr/@parkaezey/82,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=252601115&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/25260/11/cover500/k322633102_1.jpg,,
다원(우주소녀),"곰돌이 푸, 행복한 일은 매일 있어",,,https://www.sedaily.com/article/12324815,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=135592589&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/13559/25/cover500/8925563355_2.jpg,https://upload.wikimedia.org/wikipedia/commons/6/6e/10%EC%9B%94_20%EC%9D%BC_U%2B%EC%95%84%EC%9D%B4%EB%8F%8CLive_%EB%9F%B0%EC%B9%AD%EC%BD%98%EC%84%9C%ED%8A%B8_%28103%29.jpg,
다원(우주소녀),미움 받을 용기,,,https://www.sedaily.com/article/12324815,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=307825504&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/30782/55/cover500/k442831368_1.jpg,,
다현(트와이스),기분을 관리하면 인생이 관리된다,김다슬,클라우디아,https://youtu.be/on1NxfWyBbI?si=mgAzPADacewczzFo,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=292069347&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/29206/93/cover500/k922837381_1.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS4o8274aUnR5_-7qEYAsAU__m8vDmZj-dG9w&s,
다현(트와이스),나를 위해 하다,하다,마음의숲,https://youtu.be/on1NxfWyBbI?si=mgAzPADacewczzFo,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=169662441&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/16966/24/cover500/k982534579_1.jpg,,
다현(트와이스),불편한 편의점,김호연,나무옆의자,https://youtu.be/on1NxfWyBbI?si=mgAzPADacewczzFo,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=290457417&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/29045/74/cover500/k192836746_2.jpg,,
다현(트와이스),세상에서 고양이가 사라진다면,가와무라 겐키,소미미디어,https://youtu.be/on1NxfWyBbI?si=mgAzPADacewczzFo,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=295787178&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/29578/71/cover500/k262838261_1.jpg,,
다현(트와이스),애쓰지 않고 편안하게,김수현,다산책방,https://youtu.be/on1NxfWyBbI?si=mgAzPADacewczzFo,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=281703533&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/28170/35/cover500/k682835560_2.jpg,,
데이지(모모랜드),이상한 나라의 앨리스,루이스 캐럴,더스토리,https://www.sedaily.com/article/12103241,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=361595366,https://image.aladin.co.kr/product/36159/53/cover200/k792038786_1.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8f/180708_%EB%8D%B0%EC%9D%B4%EC%A7%80_%EA%B2%8C%EB%A6%B4%EB%9D%BC_%EA%B3%B5%EC%97%B0_04.jpg,
도겸(세븐틴),나에게 보내는 말의 선물,서동식,함께북스,https://www.youtube.com/watch?v=f_oDWwtQ4gM,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=221770080&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/22177/0/cover500/8975047407_1.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4c/160117_%EB%8F%84%EA%B2%B8_03_%28cropped%29.jpg,
도겸(세븐틴),배려의 대화,조완욱,함께북스,https://www.youtube.com/watch?v=f_oDWwtQ4gM,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=235696525&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/23569/65/cover500/8975047423_1.jpg,,
도겸(세븐틴),"첫 여름, 완주",김금희,무제,https://www.instagram.com/p/DWf64rAExBm/?img_index=2,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=362755853&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/36275/58/cover500/k692038832_3.jpg,,
도영(NCT),,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/2e/220618_NCT_%EB%8F%84%EC%98%81.jpg,
도훈(TWS),나는 있는 그대로 충분하다,정민,동양북스,https://www.instagram.com/reel/DLfE4eQxm6w/,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=331143128&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/33114/31/cover500/k072937022_1.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c7/DOHOON_of_TWS_at_Commencement_20240208.png,
디노(세븐틴),보통의 언어,김이나,위즈덤하우스,https://x.com/wisdomhousebook/status/1768089802661048564,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=324944449&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/32494/44/cover500/k962935603_1.jpg,https://upload.wikimedia.org/wikipedia/commons/1/16/Dino_Seventeen_240127.png,
디노(세븐틴),창조적 행위,릭 루빈,코쿤북스,https://www.threads.com/@ready_to.dino/post/DV7eda_kdGI/%EB%94%94%EB%85%B8%EA%B0%80-%EC%98%A4%EB%8A%98-%EB%B1%85%EA%B8%B0%EC%97%90-%EB%93%A4%EA%B3%A0-%ED%83%84-%EC%B1%85%EC%9D%B8%EB%8D%B0%EB%B2%84%EB%85%BC%EC%9D%B4%EA%B0%80-%EC%B6%94%EC%B2%9C%ED%96%88%EB%8D%98-%EC%B1%85%EC%9D%B4%EB%9E%98%EC%9A%94%EC%98%A4,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=318623961&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/31862/39/cover500/k562833421_2.jpg,,
라키(아스트로),김이나의 작사법,김이나,,https://www.sedaily.com/NewsView/1VGS0VLBJA,,,https://i.scdn.co/image/ab6761610000e5ebcd42ed2ff0bb2ab45fdd5703,
로운,나는 나로 살기로 했다,김수현,클레이하우스,https://www.newsis.com/view/NISX20191016_0000800426,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=355165726&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/35516/57/cover500/k212036764_1.jpg,https://upload.wikimedia.org/wikipedia/commons/e/ef/201106_sf9_%EB%A1%9C%EC%9A%B4.jpg,
로운,논어,공자,현대지성,https://m.blog.naver.com/shiri0920/222438623192,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=168916649&amp;partner=openAPI&amp;start=api,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=168916649,,
로운,니체와 고흐,프리드리히 니체,스타북스,https://m.blog.naver.com/shiri0920/222438623192,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=340448111&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/34044/81/cover500/k942931177_1.jpg,,
로운,니체와 장자는 이렇게 말했다,양승권,페이퍼로드,https://m.blog.naver.com/shiri0920/222438623192,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=233115511&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/23311/55/cover500/k312637813_3.jpg,,
로운,미움받을 용기,"기시미 이치로, 고가 후미타케",인플루엔셜,https://m.blog.naver.com/shiri0920/222438623192,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=307825504,https://image.aladin.co.kr/product/30782/55/cover500/k442831368_1.jpg,,
로운,미움받을 용기 2,"기시미 이치로, 고가 후미타케",인플루엔셜,https://m.blog.naver.com/shiri0920/222438623192,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=307822685,https://image.aladin.co.kr/product/30782/26/cover500/k792831266_1.jpg,,
로운,스프린터 언더월드,정이안,,https://m.blog.naver.com/shiri0920/222438623192,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=120555280&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/12055/52/cover500/k022531145_1.jpg,,
로운,어린이라는 세계,김소영,사계절,http://blog.naver.com/shiri0920/222438623192,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=255097575&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/25509/75/cover500/k132633125_2.jpg,,
로운,언어의 온도,이기주,말글터,https://m.blog.naver.com/shiri0920/222438623192,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=252601115&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/25260/11/cover500/k322633102_1.jpg,,
로운,회색인간,김동식,요다,https://m.blog.naver.com/shiri0920/222438623192,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=127608044&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/12760/80/cover500/k882532678_1.jpg,,
로제(블랙핑크),사랑의 8가지 법칙,제이 셰티,다산초당,https://www.youtube.com/shorts/Ifx9KL52R6o,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=327792112&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/32779/21/cover500/k092936383_1.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a2/Blackpink_Ros%C3%A9_Rimowa_2.jpg,
로제(블랙핑크),숨결이 바람될 때,폴 칼라니티,흐름출판,https://theqoo.net/square/648042096,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=89928183&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/8992/81/cover500/8965961955_1.jpg,,
로제(블랙핑크),신경 끄기의 기술,마크 맨슨,갤리온,https://theqoo.net/square/648042096,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=120057939&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/12005/79/cover500/8901219948_1.jpg,,
루다(우주소녀),나의 우주는 아직 멀다,마스다 미리,,https://www.sedaily.com/article/12324815,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=187379612&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/18737/96/cover500/k022635072_1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/180317_%EC%9A%B0%EC%A3%BC%EC%86%8C%EB%85%80_%EB%AF%B8%EB%8B%88%ED%8C%AC%EB%AF%B8%ED%8C%85_%EC%A7%81%EC%B0%8D_%2820%29.jpg/500px-180317_%EC%9A%B0%EC%A3%BC%EC%86%8C%EB%85%80_%EB%AF%B8%EB%8B%88%ED%8C%AC%EB%AF%B8%ED%8C%85_%EC%A7%81%EC%B0%8D_%2820%29.jpg,
류수영,새벽의 약속,로맹 가리,문학과지성사,https://www.imbc.com/broad/radio/fm/booklisten/podcast/index.html,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=1032686&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/103/26/cover500/8932018300_1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Ryu_Su-young_in_Feb_2019.png/500px-Ryu_Su-young_in_Feb_2019.png,
류현경,암송,윤해서,아르테,https://www.youtube.com/watch?v=Xp3beIuOIqg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=198322614&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/19832/26/cover500/8950983222_2.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c8/Ryu_Hyun-Kyung.jpg,
리아킴,뇌는 춤추고 싶다,"장동선, 줄리아 크리스텐슨",아르테,https://www.youtube.com/watch?v=YKXgQQ0bx6U,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=162341373,https://image.aladin.co.kr/product/16234/13/cover500/895097780x_1.jpg,https://media.themoviedb.org/t/p/w600_and_h900_face/pL7BxIUj8HksmQmfHAa8kBtUbmc.jpg,
릴리(NMIXX),,,,,,,https://upload.wikimedia.org/wikipedia/commons/3/37/Signature_of_Lily_Morrow_%28Nmixx%29.svg,
마크(NCT),,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/ea/Consuelo_Kanaga%2C_Mark_Rothko%2C_Yorktown_Heights%2C_ca._1949.jpg,
마틴(코르티스),괴테는 모든 것을 말했다,스즈키 유이,,https://www.instagram.com/p/DU99J9yEunW/?img_index=2,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=376765918&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/37676/59/cover500/s612137162_1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Cortis_Martin_at_TikTok_Awards_Korea.jpg/330px-Cortis_Martin_at_TikTok_Awards_Korea.jpg,
마틴(코르티스),젊은 베르테르의 슬픔,,,https://www.instagram.com/p/DU99J9yEunW/?img_index=2,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=187464&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/18/74/cover500/s302933632_1.jpg,,
마틴(코르티스),신경 끄기의 기술,마크 맨슨,갤리온,https://www.instagram.com/p/DU99J9yEunW/?img_index=2,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=120057939&start=pcsearch_auto,https://image.aladin.co.kr/product/12005/79/cover500/8901219948_1.jpg,,
마틴(코르티스),창조적 행위,릭 루빈,코쿤북스,https://frontamagazine.com/beauty/?idx=170187403&bmode=view,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=318623961&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/31862/39/cover500/k562833421_2.jpg,,
문가영,군주론,니콜로 마키아벨리,현대지성,https://www.kyeongin.com/article/1458022,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=276097060,https://image.aladin.co.kr/product/27609/70/cover500/k262733021_1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/%EB%AC%B8%EA%B0%80%EC%98%81%28MOON_GAYOUNG%29_-_INCHEON_AIRPORT_-_2023.06.09_P2.jpg/250px-%EB%AC%B8%EA%B0%80%EC%98%81%28MOON_GAYOUNG%29_-_INCHEON_AIRPORT_-_2023.06.09_P2.jpg,
문가영,남자들은 자꾸 나를 가르치려 든다,리베카 솔닛,창비,https://news.nate.com/view/20200520n04921,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=59182114,https://image.aladin.co.kr/product/5918/21/cover500/8936472631_1.jpg,,
문가영,논어,공자,현대지성,https://www.chosun.com/topclass/topclass_issue/2025/11/08/B7G3BLQY4ZEGFHI5YV7UVF2NYQ/,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=168916649,https://image.aladin.co.kr/product/16891/66/cover500/k482534174_2.jpg,,
문가영,독일인의 사랑,프리드리히 막스 뮐러,문예출판사,https://v.daum.net/v/20251226043604056?f=p,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=362547830&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/36254/78/cover500/8931024827_1.jpg,,
문가영,동물농장,조지 오웰,민음사,https://naver.me/5K6S0jo6,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=40674&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/4/6/cover500/s93746005x_3.jpg,,
문가영,면도날,서머싯 몸,민음사,https://bookishreels.tistory.com/115,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=4213854&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/421/38/cover500/8937462141_2.jpg,,
문가영,무의미의 축제,밀란 쿤데라,민음사,https://www.donga.com/news/amp/all/20180115/88181143/1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=341301410,https://image.aladin.co.kr/product/34130/14/cover500/8937456745_1.jpg,,
문가영,빨래하는 페미니즘,스테퍼니 스탈,민음사,https://news.nate.com/view/20200520n04921,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=47297893,https://image.aladin.co.kr/product/4729/78/cover500/8937488396_1.jpg,,
문가영,순수와 비순수,시도니 가브리엘 콜레트,1984BOOKS,https://www.cosmopolitan.co.kr/article/1871533,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=274126221,https://image.aladin.co.kr/product/27412/62/cover200/k972732555_1.jpg,,
문가영,신곡,단테 알리기에리,열린책들,https://www.chosun.com/topclass/topclass_issue/2025/11/08/B7G3BLQY4ZEGFHI5YV7UVF2NYQ/,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=291738750,https://image.aladin.co.kr/product/29173/87/cover500/8932921393_1.jpg,,
문가영,자기만의 방,버지니아 울프,민음사,https://news.nate.com/view/20200520n04921,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=97899246,https://image.aladin.co.kr/product/9789/92/cover500/8937429047_1.jpg,,
문가영,페미니즘의 도전,정희진,교양인,https://news.nate.com/view/20200520n04921,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=291034743,https://image.aladin.co.kr/product/29103/47/cover500/k282837160_2.jpg,,
문별(마마무),"그까짓 사람, 그래도 사람",설레다,예땀,https://www.sedaily.com/article/12119289,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=93679041,https://image.aladin.co.kr/product/9367/90/cover500/8959130737_1.jpg,이미지 없음,
문소리,당신이 옳다,정혜신,해냄,https://m.ch.yes24.com/article/details/41420,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=169387318&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/16938/73/cover500/s782534590_2.jpg,https://upload.wikimedia.org/wikipedia/commons/1/12/20210604_Moon_So-ri_%EB%AC%B8%EC%86%8C%EB%A6%AC_Marie_Claire_Korea_%281%29.jpg?_=20220511062637,
문소리,목걸이,기 드 모파상,칼로스,https://www.millie.co.kr/v4/book/1b6047d0b45f411f,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=381929336&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/38192/93/cover500/k082034605_1.jpg,,
문지애,사랑의 기술,에리히 프롬,문예출판사,https://www.imbc.com/broad/radio/fm/booklisten/podcast/index.html,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=203299303&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/20329/93/cover500/8931011628_1.jpg,https://i.namu.wiki/i/KLfPy4_jT9KxvGt7vsRcRfVAkJjA0Gvq-_l7VhwoeAXBKeyu_xVLuEP47xLoSAPPDX8ekLPD7JeL3DmcJ1FHeQ.webp,
문지애,환상의 빛,미야모토 테루,바다출판사,https://www.imbc.com/broad/radio/fm/booklisten/podcast/index.html,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=49852122&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/4985/21/cover500/8955617410_1.jpg,,
문채원,우울한 독일 경기병,토머스 하디,커뮤니케이션북스,https://www.millie.co.kr/v4/book/df44c91272d04a6c,https://www.aladin.co.kr/shop/common/wseriesitem.aspx?SRID=973320,,https://upload.wikimedia.org/wikipedia/commons/a/a1/%EC%A0%9C19%ED%9A%8C_%EB%B6%80%EC%B2%9C%EA%B5%AD%EC%A0%9C%ED%8C%90%ED%83%80%EC%8A%A4%ED%8B%B1%EC%98%81%ED%99%94%EC%A0%9C_%EB%A0%88%EB%93%9C%EC%B9%B4%ED%8E%AB_part.3_15.jpg,
미미(오마이걸),너를 빛나게 할 일들이 기다리고 있어,황현,웅진지식하우스,https://m.series.naver.com/ebook/detail.series?productNo=9086470,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=304759140&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/30475/91/cover500/8901266415_2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/170505_%EC%98%A4%EB%A7%88%EC%9D%B4%EA%B1%B8_%EC%BD%94%EC%97%91%EC%8A%A4_%ED%8C%AC%EC%82%AC%EC%9D%B8%ED%9A%8C_%EB%AF%B8%EB%AF%B8_01.jpg/960px-170505_%EC%98%A4%EB%A7%88%EC%9D%B4%EA%B1%B8_%EC%BD%94%EC%97%91%EC%8A%A4_%ED%8C%AC%EC%82%AC%EC%9D%B8%ED%9A%8C_%EB%AF%B8%EB%AF%B8_01.jpg,
미미(오마이걸),디 아더 유,J.S. 먼로,소미미디어,https://theqoo.net/square/3779951555,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=314901718&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/31490/17/cover500/k482832234_1.jpg,,
미미(오마이걸),레슨 인 케미스트리,보니 가머스,다산책방,https://theqoo.net/square/3779951555,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=326281369&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/32628/13/cover500/k232935455_2.jpg,,
미미(오마이걸),사랑 후에 오는 것들,"공지영, 츠지 히토나리",소담출판사,https://theqoo.net/square/3779951555,http://aladin.kr/p/tqgyB,https://image.aladin.co.kr/product/34536/23/cover500/k662932058_2.jpg,,
미미(오마이걸),삼국평화고등학교 테러 사건,서귤,위즈덤하우스,https://theqoo.net/square/3779951555,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=319154407&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/31915/44/cover500/k212833940_1.jpg,,
미미(오마이걸),센서티브,일자 샌드,다산지식하우스,https://theqoo.net/square/3779951555,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=102929495&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/10292/94/cover500/k442536287_2.jpg,,
미미(오마이걸),손끝과 연연,모리시타 수,학산문화사,https://x.com/haksan_comic/status/1935597205227999440,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=309202657,https://image.aladin.co.kr/product/30920/26/cover200/k402831194_1.jpg,,
미미(오마이걸),아름다운 초저녁달,야마모리 미카,학산문화사,https://x.com/haksan_comic/status/1935597205227999440,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=287304526,https://image.aladin.co.kr/product/28730/45/cover200/k812836671_1.jpg,,
미미(오마이걸),위저드 베이커리,구병모,창비,https://theqoo.net/square/3779951555,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=291031965&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/29103/19/cover500/8936434608_1.jpg,,
미미(오마이걸),AI 미제사건 전담반,조 캘러헌,북플라자,https://theqoo.net/square/3779951555,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=324961267,https://image.aladin.co.kr/product/32496/12/cover200/k512935607_1.jpg,,
미연(아이들),어디선가 나를 찾는 전화벨이 울리고,신경숙,문학동네,https://theqoo.net/idle/1472166737,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=6971722&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/697/17/cover500/8954611273_3.jpg,https://upload.wikimedia.org/wikipedia/commons/8/85/Cho_Mi-yeon_in_2020_%284%29.png,
미연(아이들),,,,,,,,
민규,,,,,,,https://upload.wikimedia.org/wikipedia/commons/a/a2/Min_Gyu_210925.png,
민니,,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/28/Minh_Nh%C3%AD.jpg,
민지(뉴진스),순수의 시대,이디스 워튼,민음사,https://minumsa.minumsa.com/bookclub_shop/26682/,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=2394532&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/239/45/cover500/8937461838_2.jpg,https://upload.wikimedia.org/wikipedia/commons/7/70/20230905_Minji_%28NewJeans%29.jpg,
밍기뉴,그대의 차가운 손,한강,문학과지성사,https://www.youtube.com/watch?v=wCbWqZkq_JI&list=PL6URSYwVbRamh67h3WUki1WrfPEHao3zH&index=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=326987&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/32/69/cover500/8932013047_3.jpg,https://lh5.googleusercontent.com/proxy/76eIeSV66S7mSgBmddt0ds1AzDn7Prbhih_62gi3RMXKmWOtO429H6qwMBEqt_7Cb-Ou4fn2PZ_F_maES8zqJTA7POnCujg3JK3_rTOEESQ8iFZoXXuMRaigRZPQADM,
밍기뉴,나의 라임오렌지나무,J.M. 바스콘셀로스,동녘,https://www.youtube.com/watch?v=wCbWqZkq_JI&list=PL6URSYwVbRamh67h3WUki1WrfPEHao3zH&index=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=6946832&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/694/68/cover500/8972976199_2.jpg,,
밍기뉴,사랑하고도 불행한,김은비,디자인이음,https://www.youtube.com/watch?v=wCbWqZkq_JI&list=PL6URSYwVbRamh67h3WUki1WrfPEHao3zH&index=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=347153247&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/34715/32/cover500/k972933218_1.jpg,,
박건욱,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/84/230513_Park_Gun-wook_%28%EB%B0%95%EA%B1%B4%EC%9A%B1%29.jpg,
박명수,,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/14/Park_Myeong-su_from_Acrofan.jpg,
박보검,당신의 이름을 지어다가 며칠은 먹었다,박준,문학동네,https://www.ggilbo.com/news/articleView.html?idxno=568395,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=21706347&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/2170/63/cover500/s082635830_1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Park_Bo-gum_%EB%B0%95%EB%B3%B4%EA%B2%80_%E6%9C%B4%E5%AF%B6%E5%8A%8D_for_Marie_Claire_Korea%2C_April_2025_4.png/250px-Park_Bo-gum_%EB%B0%95%EB%B3%B4%EA%B2%80_%E6%9C%B4%E5%AF%B6%E5%8A%8D_for_Marie_Claire_Korea%2C_April_2025_4.png,
박보검,수레바퀴 아래서,헤르만 헤세,문학동네,https://www.ggilbo.com/news/articleView.html?idxno=568395,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=21742433&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/2174/24/cover500/8954620159_1.jpg,,
